provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m
PR_00075,4628733428,Joseph,Clark,MD PhD,"Joseph Clark, MD PhD",Dermatology,9122 Amsterdam Ave,,Queens,NY,11202,3102597761,5643 Columbus Ave,,Yonkers,NY,11202,060NY536548,NY,2025-04-16,No,True,25,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-05-21,244327148X,9122,Amsterdam,Ave,5643,Columbus,Ave
PR_00076,9837354035,Rajesh,Garcia,DO PhD,"Rajesh Garcia, DO PhD",Emergency Medicine,1515 Ventura Blvd,Suite 789,San jose,CA,90001,9179592922,1515 Ventura Blvd,Suite 789,San jose,CA,90001,A15183,CA,2023-05-30,Unknown,False,16,University of Michigan Medical School,Cleveland Clinic,2025-02-11,232122457X,1515,Ventura,Blvd,1515,Ventura,Blvd
PR_00077,5355609320,Jessica,Lee,MD PhD,"Jessica Lee, MD PhD",Nephrology,8744 Columbus Ave,Suite 625,Rochester,NY,10005,2124677841,8744 Columbus Ave,Suite 625,Rochester,NY,10005,060NY588640,NY,2023-07-21,No,True,13,NYU Grossman School of Medicine,Cleveland Clinic,2025-02-20,276475853X,8744,Columbus,Ave,8744,Columbus,Ave
PR_00078,8728080109,Wei,Thomas,DO PhD,"Wei Thomas, DO PhD",Dermatology,5531 Lexington Ave,,Syracuse,NY,11203,2126223252,5531 Lexington Ave,,Syracuse,NY,11203,060NY469283,NY,2023-12-13,Unknown,True,5,Johns Hopkins School of Medicine,Massachusetts General Hospital,2025-05-14,267878323X,5531,Lexington,Ave,5531,Lexington,Ave
PR_00079,8408621186,Elizabeth,White,MD,"Elizabeth White, MD",Emergency Medicine,7917 Santa Monica Blvd,,Los angeles,CA,90001,6464464144,7917 Santa Monica Blvd,,Los angeles,CA,90001,A12192,CA,2025-12-20,Unknown,False,23,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-07-24,250070135X,7917,Santa Monica,Blvd,7917,Santa Monica,Blvd
PR_00080,2176591804,Jennifer,Robinson,DO,"Jennifer Robinson, DO",Family Medicine,3701 Melrose Ave,Suite 488,San diego,CA,90001,9174168790,3701 Melrose Ave,Suite 488,San diego,CA,90001,A72390,CA,2023-04-25,No,True,5,Columbia University Vagelos College of Physicians and Surgeons,Massachusetts General Hospital,2025-06-03,242209421X,3701,Melrose,Ave,3701,Melrose,Ave
PR_00081,2185016312,John,Wilson,DO,"John Wilson, DO",Oncology,6526 Wilshire Blvd,,Fresno,CA,90003,9298197499,6526 Wilshire Blvd,,Fresno,CA,90003,A61007,CA,2024-11-10,No,True,18,UCSF School of Medicine,Mount Sinai Hospital,2025-05-09,247756170X,6526,Wilshire,Blvd,6526,Wilshire,Blvd
PR_00082,4262655117,Jessica,Harris,DO PhD,"Jessica Harris, DO PhD",Pediatrics,9599 Columbus Ave,,Yonkers,NY,10002,2125158286,9599 Columbus Ave,,Yonkers,NY,10002,060NY358421,NY,2023-05-31,No,False,7,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-05-30,257845091X,9599,Columbus,Ave,9599,Columbus,Ave
PR_00083,6618398263,Elizabeth,Chen,DO PhD,"Elizabeth Chen, DO PhD",Anesthesiology,1469 Third Ave,,Albany,NY,10002,6463425405,1469 Third Ave,,Albany,NY,10002,060NY503951,NY,2023-01-26,No,False,32,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-06-09,258341261X,1469,Third,Ave,1469,Third,Ave
PR_00084,1240659657,Thomas,Clark,MD PhD,"Thomas Clark, MD PhD",Pulmonology,1261 Third Ave,,Buffalo,NY,10004,3105428055,1261 Third Ave,,Buffalo,NY,10004,060NY746624,NY,2024-02-05,Unknown,True,20,NYU Grossman School of Medicine,Cleveland Clinic,2024-12-31,242168966X,1261,Third,Ave,1261,Third,Ave
PR_00085,9398280732,William,Sanchez,MD PhD,"William Sanchez, MD PhD",Cardiology,8045 Amsterdam Ave,,Bronx,NY,11201,3104982133,8045 Amsterdam Ave,,Bronx,NY,11201,060NY512022,NY,2025-01-17,No,False,9,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2025-04-26,288404247X,8045,Amsterdam,Ave,8045,Amsterdam,Ave
PR_00086,589113523,Robert,Ramirez,DO PhD,"Robert Ramirez, DO PhD",Ophthalmology,9797 First Ave,,Yonkers,NY,14201,6268271725,9797 First Ave,,Yonkers,NY,14201,060NY825309,NY,2025-05-06,Unknown,False,22,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-08-28,213234748X,9797,First,Ave,9797,First,Ave
PR_00087,5738757176,Thomas,Anderson,DO,"Thomas Anderson, DO",Anesthesiology,6409 First Ave,,Albany,NY,10003,8189138412,1713 Lexington Ave,Suite 847,Yonkers,NY,10003,060NY248557,NY,2024-12-14,No,True,20,Harvard Medical School,Johns Hopkins Hospital,2025-08-22,246047142X,6409,First,Ave,1713,Lexington,Ave
PR_00088,2266093799,Rajesh,Miller,DO,"Rajesh Miller, DO",Oncology,3997 Ventura Blvd,Suite 673,San francisco,CA,94001,2135981072,3997 Ventura Blvd,Suite 673,San francisco,CA,94001,A70562,CA,2024-04-19,Unknown,True,14,Columbia University Vagelos College of Physicians and Surgeons,Johns Hopkins Hospital,2024-11-11,213656928X,3997,Ventura,Blvd,3997,Ventura,Blvd
PR_00089,6969155799,Ana,Sharma,DO,"Ana Sharma, DO",Urology,3229 First Ave,,Brooklyn,NY,10005,6468895873,3229 First Ave,,Brooklyn,NY,10005,060NY770153,NY,2024-10-03,Unknown,True,9,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-05-03,240987410X,3229,First,Ave,3229,First,Ave
PR_00090,2742257906,James,Lopez,MD PhD,"James Lopez, MD PhD",Ophthalmology,8370 Rodeo Dr,Suite 492,Oakland,CA,95001,9292098939,8370 Rodeo Dr,Suite 492,Oakland,CA,95001,A73788,CA,2023-12-21,Yes,True,25,Yale School of Medicine,Mount Sinai Hospital,2025-02-05,291898431X,8370,Rodeo,Dr,8370,Rodeo,Dr
PR_00091,9788191484,Barbara,Clark,DO PhD,"Barbara Clark, DO PhD",Orthopedic Surgery,1355 Amsterdam Ave,Suite 381,New york,NY,10004,9297551681,1355 Amsterdam Ave,Suite 381,New york,NY,10004,060NY402692,NY,2023-12-11,Unknown,False,35,University of Pennsylvania Perelman School of Medicine,UCSF Medical Center,2025-07-12,298782730X,1355,Amsterdam,Ave,1355,Amsterdam,Ave
PR_00092,9233095843,Wei,Thomas,MD PhD,"Wei Thomas, MD PhD",Orthopedic Surgery,529 Santa Monica Blvd,,Fresno,CA,910**,4247513758,1924 Hollywood Blvd,,San jose,CA,910**,A89988,CA,2025-05-26,No,False,19,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-12-13,291174010X,529,Santa Monica,Blvd,1924,Hollywood,Blvd
PR_00093,6711684571,Wei,Miller,DO,"Wei Miller, DO",Gastroenterology,6744 Main St,,Fresno,CA,90003,3105351040,2397 Beverly Dr,,San jose,CA,90003,A85684,CA,2024-07-04,Unknown,True,30,NYU Grossman School of Medicine,Johns Hopkins Hospital,2024-12-03,253380520X,6744,Main,St,2397,Beverly,Dr
PR_00094,170127704,Christopher,Ramirez,DO,"Christopher Ramirez, DO",Internal Medicine,5290 Lexington Ave,,Rochester,NY,14201,2134073161,5290 Lexington Ave,,Rochester,NY,14201,060NY608913,NY,2024-12-04,Unknown,False,11,Columbia University Vagelos College of Physicians and Surgeons,Johns Hopkins Hospital,2024-10-02,248376818X,5290,Lexington,Ave,5290,Lexington,Ave
PR_00095,371293877,Thomas,Garcia,MD PhD,"Thomas Garcia, MD PhD",Cardiology,2712 Main St,,Oakland,CA,90005,2122086629,2712 Main St,,Oakland,CA,90005,A66260,CA,2023-07-06,Yes,False,9,UCSF School of Medicine,Johns Hopkins Hospital,2025-05-08,251414775X,2712,Main,St,2712,Main,St
PR_00096,927532699,David,Miller,MD,"David Miller, MD",Otolaryngology,4903 Madison Ave,,Yonkers,NY,10003,6266534559,4903 Madison Ave,,Yonkers,NY,10003,060NY171734,NY,2025-12-22,Yes,True,9,Stanford University School of Medicine,UCSF Medical Center,2025-03-07,257631581X,4903,Madison,Ave,4903,Madison,Ave
PR_00097,3898364031,Mary,Rodriguez,DO,"Mary Rodriguez, DO",Anesthesiology,1381 Park Ave,,Albany,NY,14202,3105952847,1381 Park Ave,,Albany,NY,14202,060NY916808,NY,2023-02-24,Yes,False,39,Stanford University School of Medicine,Massachusetts General Hospital,2025-03-02,242476240X,1381,Park,Ave,1381,Park,Ave
PR_00098,6618892415,Robert,Harris,DO PhD,"Robert Harris, DO PhD",Gastroenterology,2831 First Ave,,Brooklyn,NY,10001,3472809377,3535 Broadway,,New york,NY,10001,060NY759104,NY,2025-10-23,Yes,True,35,NYU Grossman School of Medicine,UCSF Medical Center,2024-11-06,285133532X,2831,First,Ave,3535,Broadway,
PR_00099,7588425246,Carlos,Jones,MD PhD,"Carlos Jones, MD PhD",Orthopedic Surgery,3910 Main St,,San jose,CA,90002,8183201480,9976 Main St,Suite 824,Fresno,CA,90002,A27984,CA,2023-01-24,No,False,18,Yale School of Medicine,Johns Hopkins Hospital,2025-04-21,295606407X,3910,Main,St,9976,Main,St
PR_00100,8000307565,Sarah,Jones,DO PhD,"Sarah Jones, DO PhD",Psychiatry,5901 Broadway,Suite 261,Syracuse,NY,14202,6463831579,5901 Broadway,Suite 261,Syracuse,NY,14202,060NY207903,NY,2023-08-25,Unknown,False,15,NYU Grossman School of Medicine,Cleveland Clinic,2025-02-01,296675408X,5901,Broadway,,5901,Broadway,
PR_00101,4451870534,Mary,Moore,MD,"Mary Moore, MD",Pulmonology,1957 York Ave,Suite 628,New york,NY,10003,3477775979,1957 York Ave,Suite 628,New york,NY,10003,060NY520400,NY,2023-05-22,Unknown,True,30,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-05-25,298309564X,1957,York,Ave,1957,York,Ave
PR_00102,6413836704,Mohammed,Sharma,DO,"Mohammed Sharma, DO",Family Medicine,6719 Broadway,,Bronx,NY,14201,6469285584,6719 Broadway,,Bronx,NY,14201,060NY110060,NY,2024-11-17,Yes,True,15,Yale School of Medicine,UCSF Medical Center,2024-09-09,249995026X,6719,Broadway,,6719,Broadway,
PR_00103,7431329120,Elizabeth,Garcia,MD,"Elizabeth Garcia, MD",Radiology,6462 Fifth Ave,,New york,NY,11202,7183688365,4779 Lexington Ave,,Rochester,NY,11202,060NY871073,NY,2024-10-30,No,False,27,Stanford University School of Medicine,UCLA Medical Center,2025-05-19,260655283X,6462,Fifth,Ave,4779,Lexington,Ave
PR_00104,5680442064,Charles,Robinson,MD PhD,"Charles Robinson, MD PhD",Psychiatry,1482 Sunset Blvd,Suite 955,Fresno,CA,95001,3107695093,1482 Sunset Blvd,Suite 955,Fresno,CA,95001,A29441,CA,2023-07-06,Yes,False,7,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-08-27,208277097X,1482,Sunset,Blvd,1482,Sunset,Blvd
PR_00105,3721510706,Wei,Anderson,DO,"Wei Anderson, DO",Pediatrics,6564 Third Ave,,Brooklyn,NY,14202,6467878096,6564 Third Ave,,Brooklyn,NY,14202,060NY178629,NY,2023-02-14,Unknown,False,32,Harvard Medical School,UCSF Medical Center,2024-09-18,257265875X,6564,Third,Ave,6564,Third,Ave
PR_00106,6870146265,William,Thompson,DO,"William Thompson, DO",Endocrinology,4506 Melrose Avenue,Suite 734,Santa ana,CA,90003,9178589614,4506 Melrose Ave,Suite 734,Santa ana,CA,90003,A94840,CA,2024-08-27,Yes,True,25,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-11-28,265052579X,4506,Melrose,Ave,4506,Melrose,Ave
PR_00107,5932133483,Patricia,Wang,MD PhD,"Patricia Wang, MD PhD",Endocrinology,2947 Broadway,Suite 930,Rochester,NY,14202,8182574594,2947 Broadway,Suite 930,Rochester,NY,14202,060NY161437,NY,2025-08-24,Unknown,False,23,Johns Hopkins School of Medicine,Mayo Clinic,2025-05-04,279526622X,2947,Broadway,,2947,Broadway,
PR_00108,7010393089,Mary,Thompson,MD,"Mary Thompson, MD",Orthopedic Surgery,5762 Pico Blvd,,San francisco,CA,95001,3102006435,5762 Pico Blvd,,San francisco,CA,95001,A74517,CA,2024-09-24,Unknown,True,9,NYU Grossman School of Medicine,Mayo Clinic,2025-03-21,207993466X,5762,Pico,Blvd,5762,Pico,Blvd
PR_00109,4522675281,John,Martinez,DO,"John Martinez, DO",Radiology,8623 Beverly Dr,,San diego,CA,91001,8188286846,8623 Beverly Dr,,San diego,CA,91001,A86810,CA,2023-07-26,Yes,True,25,Columbia University Vagelos College of Physicians and Surgeons,NewYork-Presbyterian Hospital,2025-06-29,223851602X,8623,Beverly,Dr,8623,Beverly,Dr
PR_00110,1725135526,Maria,Smith,DO PhD,"Maria Smith, DO PhD",Otolaryngology,9298 Main St,,San francisco,CA,95001,6262906500,9298 Main St,,San francisco,CA,95001,A90134,CA,2024-03-28,No,True,17,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2024-09-13,209099261X,9298,Main,St,9298,Main,St
PR_00111,8617932710,Patricia,Taylor,MD,"Patricia Taylor, MD",Pathology,789 Rodeo Dr,,Santa ana,CA,92001,2125011328,789 Rodeo Dr,,Santa ana,CA,92001,A74629,CA,2025-02-14,No,False,7,Stanford University School of Medicine,UCLA Medical Center,2025-06-07,250393104X,789,Rodeo,Dr,789,Rodeo,Dr
PR_00112,8444310695,William,Jones,MD,"William Jones, MD",Ophthalmology,7910 Central Park West,,New york,NY,11202,3237023516,7114 Madison Ave,,New york,NY,11202,060NY299212,NY,2025-04-18,Yes,False,1,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-04-05,288854850X,7910,Central Park,West,7114,Madison,Ave
PR_00113,7741862562,Rajesh,Liu,DO PhD,"Rajesh Liu, DO PhD",Oncology,422 Park Ave,,Queens,NY,10005,9293918303,422 Park Ave,,Queens,NY,10005,060NY221119,NY,2024-09-23,Yes,False,29,UCSF School of Medicine,NewYork-Presbyterian Hospital,2025-05-10,236045780X,422,Park,Ave,422,Park,Ave
PR_00114,8687937415,Sarah,Brown,DO,"Sarah Brown, DO",Oncology,1585 Wilshire Blvd,,Sacramento,CA,94001,2139311568,1585 Wilshire Blvd,,Sacramento,CA,94001,A39820,CA,2023-05-05,Unknown,True,8,UCSF School of Medicine,Mayo Clinic,2025-06-09,228439415X,1585,Wilshire,Blvd,1585,Wilshire,Blvd
PR_00115,1168685480,Ana,Gonzalez,DO,"Ana Gonzalez, DO",Radiology,1284 Columbus Ave,,Yonkers,NY,10004,3102129561,1284 Columbus Ave,,Yonkers,NY,10004,060NY974625,NY,2024-06-12,No,True,27,Johns Hopkins School of Medicine,Mayo Clinic,2024-11-16,278911183X,1284,Columbus,Ave,1284,Columbus,Ave
PR_00116,9702462995,Sarah,Miller,MD,"Sarah Miller, MD",Otolaryngology,1655 Lexington Ave,,Albany,NY,11201,6269107581,1655 Lexington Ave,,Albany,NY,11201,060NY786594,NY,2025-09-21,Yes,False,22,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-01-02,236048781X,1655,Lexington,Ave,1655,Lexington,Ave
PR_00117,7546913733,Mohammed,White,MD,"Mohammed White, MD",Anesthesiology,4966 Lexington Ave,,Buffalo,NY,11203,2139588937,4966 Lexington Ave,,Buffalo,NY,11203,060NY339030,NY,2023-10-03,Unknown,False,4,Yale School of Medicine,Mayo Clinic,2025-07-31,241758234X,4966,Lexington,Ave,4966,Lexington,Ave
PR_00118,7053457867,Ahmed,Kumar,DO PhD,"Ahmed Kumar, DO PhD",Internal Medicine,8590 Amsterdam Ave,Suite 952,New york,NY,10003,6263261500,8590 Amsterdam Ave,Suite 952,New york,NY,10003,060NY160426,NY,2024-05-25,Yes,False,32,University of Michigan Medical School,Mount Sinai Hospital,2025-06-04,263697356X,8590,Amsterdam,Ave,8590,Amsterdam,Ave
PR_00119,72290348,Sarah,Chen,MD PhD,"Sarah Chen, MD PhD",Endocrinology,4238 Central Park West,Suite 150,Brooklyn,NY,10005,4245125511,9376 Park Ave,,Bronx,NY,10005,060NY382154,NY,2025-04-18,No,False,23,UCSF School of Medicine,NewYork-Presbyterian Hospital,2025-05-14,262639147X,4238,Central Park,West,9376,Park,Ave
PR_00120,1545444329,Charles,Singh,DO PhD,"Charles Singh, DO PhD",Nephrology,121 York Ave,,Rochester,NY,14201,3239834937,121 York Ave,,Rochester,NY,14201,060NY412974,NY,2023-08-10,Yes,False,21,Johns Hopkins School of Medicine,Massachusetts General Hospital,2024-10-02,266756250X,121,York,Ave,121,York,Ave
PR_00121,8428241727,Charles,Taylor,DO PhD,"Charles Taylor, DO PhD",Pediatrics,579 Amsterdam Ave,,Bronx,NY,11201,8184643999,579 Amsterdam Ave,,Bronx,NY,11201,060NY660605,NY,2025-09-01,Unknown,False,6,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2025-05-11,299886165X,579,Amsterdam,Ave,579,Amsterdam,Ave
PR_00122,8460223562,Li,Martin,DO PhD,"Li Martin, DO PhD",Oncology,5429 Beverly Dr,Suite 971,Fresno,CA,95001,4246683346,880 Pico Blvd,,San diego,CA,95001,A75598,CA,2023-09-03,No,True,6,UCSF School of Medicine,UCLA Medical Center,2024-10-14,223732951X,5429,Beverly,Dr,880,Pico,Blvd
PR_00123,6676008352,Mary,Brown,MD,"Mary Brown, MD",Gastroenterology,3431 Madison Ave,,Queens,NY,11203,2125299700,3431 Madison Ave,,Queens,NY,11203,060NY235691,NY,2025-06-07,Yes,True,1,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2024-09-12,246217844X,3431,Madison,Ave,3431,Madison,Ave
PR_00124,9856257532,Charles,Rodriguez,MD,"Charles Rodriguez, MD",Endocrinology,9645 Lexington Ave,,Queens,NY,10002,6466131313,9645 Lexington Ave,,Queens,NY,10002,060NY404955,NY,2025-07-22,Yes,True,9,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2024-11-05,267730769X,9645,Lexington,Ave,9645,Lexington,Ave
PR_00125,167618476,William,Davis,MD PhD,"William Davis, MD PhD",Family Medicine,613 Rodeo Dr,,Fresno,CA,94001,8183564366,613 Rodeo Dr,,Fresno,CA,94001,A16286,CA,2023-08-10,Unknown,True,20,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2024-09-28,269834723X,613,Rodeo,Dr,613,Rodeo,Dr
PR_00126,8356420876,Thomas,Yang,DO,"Thomas Yang, DO",Emergency Medicine,1719 York Ave,Suite 208,Brooklyn,NY,10005,9179048875,1719 York Ave,Suite 208,Brooklyn,NY,10005,060NY738584,NY,2024-02-14,No,True,1,Harvard Medical School,Johns Hopkins Hospital,2025-07-08,277061479X,1719,York,Ave,1719,York,Ave
PR_00127,120455612,Priya,Shah,DO,"Priya Shah, DO",Pulmonology,8384 Wilshire Blvd,,San diego,CA,90005,7189761751,8384 Wilshire Blvd,,San diego,CA,90005,A48800,CA,2024-06-24,Yes,True,11,NYU Grossman School of Medicine,UCLA Medical Center,2025-01-21,283457527X,8384,Wilshire,Blvd,8384,Wilshire,Blvd
PR_00128,2120216978,Thomas,Garcia,MD PhD,"Thomas Garcia, MD PhD",Gastroenterology,2997 Wilshire Blvd,,Oakland,CA,92001,4248948178,2997 Wilshire Blvd,,Oakland,CA,92001,A60556,CA,2025-09-06,Yes,False,23,University of Michigan Medical School,Massachusetts General Hospital,2024-09-17,297613685X,2997,Wilshire,Blvd,2997,Wilshire,Blvd
PR_00129,9358891639,Mohammed,Rodriguez,DO PhD,"Mohammed Rodriguez, DO PhD",Otolaryngology,1851 Rodeo Dr,Suite 770,Santa ana,CA,90001,3105547305,1851 Rodeo Dr,Suite 770,Santa ana,CA,90001,A98857,CA,2025-12-10,Yes,True,1,Johns Hopkins School of Medicine,Mount Sinai Hospital,2024-12-23,222200132X,1851,Rodeo,Dr,1851,Rodeo,Dr
PR_00130,7797177519,David,Shah,MD PhD,"David Shah, MD PhD",Pediatrics,4558 Broadway,,Albany,NY,10004,3109631291,4558 Broadway,,Albany,NY,10004,060NY956794,NY,2024-04-26,Yes,False,27,Harvard Medical School,Massachusetts General Hospital,2025-07-18,281094790X,4558,Broadway,,4558,Broadway,
PR_00131,7113055482,Karen,Martin,DO,"Karen Martin, DO",Pathology,7475 Beverly Dr,,Sacramento,CA,90001,3235822741,7475 Beverly Dr,,Sacramento,CA,90001,A53512,CA,2025-08-26,Yes,True,32,Johns Hopkins School of Medicine,UCSF Medical Center,2025-07-10,234130133X,7475,Beverly,Dr,7475,Beverly,Dr
PR_00132,7080869782,Karen,Gonzalez,DO,"Karen Gonzalez, DO",Dermatology,6438 Park Ave,,Syracuse,NY,10004,6469083845,6791 Broadway,,Brooklyn,NY,10004,060NY717942,NY,2025-10-29,Unknown,True,7,UCLA David Geffen School of Medicine,UCLA Medical Center,2024-12-18,251628545X,6438,Park,Ave,6791,Broadway,
PR_00133,8583339456,Linda,Liu,DO,"Linda Liu, DO",Anesthesiology,5618 Lexington Ave,Suite 716,Syracuse,NY,10003,6263353913,5618 Lexington Ave,Suite 716,Syracuse,NY,10003,060NY884782,NY,2025-11-15,Unknown,False,8,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-11-08,276589761X,5618,Lexington,Ave,5618,Lexington,Ave
PR_00134,438057193,Priya,Clark,MD PhD,"Priya Clark, MD PhD",Dermatology,6921 Main Street,,San diego,CA,90001,6269574675,928 Hollywood Blvd,,Fresno,CA,90001,A99573,CA,2024-05-28,Unknown,False,16,Yale School of Medicine,NewYork-Presbyterian Hospital,2024-09-13,289186817X,6921,Main,St,928,Hollywood,Blvd
PR_00135,5989334729,Michael,Harris,DO PhD,"Michael Harris, DO PhD",Psychiatry,5123 York Ave,,New york,NY,10001,6262764063,5123 York Ave,,New york,NY,10001,060NY918859,NY,2025-06-26,Yes,True,25,Harvard Medical School,UCSF Medical Center,2025-04-13,274705402X,5123,York,Ave,5123,York,Ave
PR_00136,8515832815,Thomas,Rodriguez,DO,"Thomas Rodriguez, DO",Radiology,4179 Broadway,,Rochester,NY,11203,3233637814,2519 Third Ave,,New york,NY,11203,060NY415783,NY,2025-10-01,Unknown,False,6,NYU Grossman School of Medicine,Cleveland Clinic,2025-05-16,289031246X,4179,Broadway,,2519,Third,Ave
PR_00137,5616484085,Mary,Perez,MD PhD,"Mary Perez, MD PhD",Internal Medicine,8692 First Ave,Suite 454,Albany,NY,10001,9297269335,8692 First Ave,Suite 454,Albany,NY,10001,060NY773462,NY,2024-05-14,No,False,3,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2025-03-22,268973779X,8692,First,Ave,8692,First,Ave
PR_00138,3861207502,David,Miller,DO,"David Miller, DO",Cardiology,8815 Ventura Blvd,Suite 744,Los angeles,CA,90002,7182751889,8815 Ventura Blvd,Suite 744,Los angeles,CA,90002,A99837,CA,2025-05-18,Yes,False,36,Stanford University School of Medicine,Cleveland Clinic,2025-04-23,254711545X,8815,Ventura,Blvd,8815,Ventura,Blvd
PR_00139,5814491470,Jennifer,Lewis,DO PhD,"Jennifer Lewis, DO PhD",Pediatrics,277 Second Ave,Suite 837,Brooklyn,NY,14201,2136041504,277 Second Ave,Suite 837,Brooklyn,NY,14201,060NY892682,NY,2023-04-04,No,True,35,University of Pennsylvania Perelman School of Medicine,Mayo Clinic,2025-02-14,273245898X,277,Second,Ave,277,Second,Ave
PR_00140,3536822239,Charles,Martinez,MD PhD,"Charles Martinez, MD PhD",Anesthesiology,6114 Main St,Suite 686,San francisco,CA,90002,4244584183,6114 Main St,Suite 686,San francisco,CA,90002,A80405,CA,2023-06-24,Yes,True,37,Harvard Medical School,Mount Sinai Hospital,2024-10-07,273774735X,6114,Main,St,6114,Main,St
PR_00141,9135775945,David,Jackson,MD,"David Jackson, MD",Anesthesiology,3235 Central Park West,,Syracuse,NY,11201,8187983496,3235 Central Park West,,Syracuse,NY,11201,060NY345925,NY,2023-07-24,Unknown,False,21,UCLA David Geffen School of Medicine,Mayo Clinic,2025-08-31,242038976X,3235,Central Park,West,3235,Central Park,West
PR_00142,1291428348,Joseph,Anderson,DO PhD,"Joseph Anderson, DO PhD",Ophthalmology,5890 Madison Ave,,Rochester,NY,11203,8188412252,5890 Madison Ave,,Rochester,NY,11203,060NY420310,NY,2025-09-24,Unknown,True,2,Yale School of Medicine,Massachusetts General Hospital,2024-11-09,277698748X,5890,Madison,Ave,5890,Madison,Ave
PR_00143,7881658038,Jennifer,Zhang,DO,"Jennifer Zhang, DO",Dermatology,9038 Melrose Ave,,Santa ana,CA,90003,4249003717,9038 Melrose Ave,,Santa ana,CA,90003,A87280,CA,2024-08-18,Unknown,True,29,Johns Hopkins School of Medicine,Mayo Clinic,2024-11-17,275942072X,9038,Melrose,Ave,9038,Melrose,Ave
PR_00144,5677005185,Priya,Martinez,DO PhD,"Priya Martinez, DO PhD",Endocrinology,663 Hollywood Blvd,Suite 478,Santa ana,CA,90004,6264805314,663 Hollywood Blvd,Suite 478,Santa ana,CA,90004,A97632,CA,2024-02-28,Unknown,True,25,UCLA David Geffen School of Medicine,UCLA Medical Center,2024-11-06,287689346X,663,Hollywood,Blvd,663,Hollywood,Blvd
PR_00145,827231846,Mohammed,Jones,MD PhD,"Mohammed Jones, MD PhD",Urology,3652 York Ave,,Yonkers,NY,11201,9173534062,3652 York Ave,,Yonkers,NY,11201,060NY931161,NY,2025-09-14,Yes,False,39,Stanford University School of Medicine,Cleveland Clinic,2025-02-02,244322017X,3652,York,Ave,3652,York,Ave
PR_00146,4286990414,Maria,Davis,DO PhD,"Maria Davis, DO PhD",Orthopedic Surgery,7849 Hollywood Blvd,Suite 144,San francisco,CA,92001,9176598723,9706 Sunset Blvd,Suite 686,San francisco,CA,92001,A29249,CA,2023-04-25,No,True,15,UCLA David Geffen School of Medicine,Mayo Clinic,2024-11-08,224412077X,7849,Hollywood,Blvd,9706,Sunset,Blvd
PR_00147,1279908814,Karen,Kumar,MD PhD,"Karen Kumar, MD PhD",Urology,5615 First Ave,,Brooklyn,NY,10004,7186933135,272 Park Ave,,Albany,NY,10004,060NY966662,NY,2023-11-03,Unknown,True,28,Yale School of Medicine,UCSF Medical Center,2025-02-25,205830187X,5615,First,Ave,272,Park,Ave
PR_00148,2473149866,Ahmed,Singh,DO PhD,"Ahmed Singh, DO PhD",Gastroenterology,7900 Second Avenue,,Rochester,NY,14202,3473931089,7900 Second Ave,,Rochester,NY,14202,060NY977857,NY,2023-07-20,Unknown,True,37,Yale School of Medicine,Johns Hopkins Hospital,2024-12-10,200965569X,7900,Second,Ave,7900,Second,Ave
PR_00149,4636887256,Jennifer,Wilson,MD PhD,"Jennifer Wilson, MD PhD",Urology,1747 Madison Ave,Suite 975,Yonkers,NY,14202,3237688925,1747 Madison Ave,Suite 975,Yonkers,NY,14202,060NY692099,NY,2025-01-18,No,False,37,NYU Grossman School of Medicine,UCSF Medical Center,2025-06-24,288487446X,1747,Madison,Ave,1747,Madison,Ave
PR_00150,6012796114,James,Anderson,DO PhD,"James Anderson, DO PhD",Orthopedic Surgery,2651 Wilshire Blvd,,San jose,CA,94001,3474277075,2651 Wilshire Blvd,,San jose,CA,94001,A82165,CA,2023-04-17,Yes,True,25,UCLA David Geffen School of Medicine,NewYork-Presbyterian Hospital,2024-09-03,280191410X,2651,Wilshire,Blvd,2651,Wilshire,Blvd
