provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m,valid_npi,license_number_gt,provider_name_gt,first_name_gt,last_name_gt,middle_name_gt,suffix_gt,license_type_gt,specialty_gt,secondary_specialty_gt,status_gt,issue_date_gt,expiration_date_gt,renewal_date_gt,address_line1_gt,address_city_gt,address_state_gt,address_zip_gt,county_gt,phone_gt,email_gt,medical_school_gt,medical_school_graduation_year_gt,residency_program_gt,board_certification_gt,languages_gt,public_record_gt,disciplinary_history_gt,malpractice_insurance_gt,hospital_affiliations_gt,last_updated_gt,house_no_gt,area_gt,area_type_gt
PR_00064,2982595268,Carlos,Martinez,DO,"Carlos Martinez, DO",Pulmonology,6577 Ventura Blvd,Suite 830,Los angeles,CA,90001,4249575902,6577 Ventura Blvd,Suite 830,Los angeles,CA,90001,A72094,CA,2025-11-29,Unknown,False,33,Yale School of Medicine,Mount Sinai Hospital,2024-09-05,275554415X,6577,Ventura,Blvd,6577,Ventura,Blvd,1,A72094,"CARLOS MARTINEZ, DO",Carlos,Martinez,,DO,Physician and Surgeon,Pulmonology,,Active,2022-10-23,2025-11-29,2025-02-17,6577 Ventura Blvd,Los angeles,CA,90001,Fresno,4249575902,carlos.martinez@email.com,Yale School of Medicine,1985,Mount Sinai Hospital,,"English, Spanish, Portuguese",True,,No,UCSF Medical Center,2025-07-23,6577,Ventura,Blvd
PR_00068,4540193801,Priya,Singh,DO,"Priya Singh, DO",Neurology,861 Wilshire Blvd,,Oakland,CA,91001,6466273880,2253 Main St,,San francisco,CA,91001,A72350,CA,2025-09-04,Yes,False,32,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2025-08-14,201243818X,861,Wilshire,Blvd,2253,Main,St,1,A72350,Dr. Priya Singh,Priya,Singh,,DO,Physician and Surgeon,Neurology,,Expired,2022-11-30,2025-09-04,2025-01-21,861 Wilshire Blvd,Oakland,CA,91001,Santa clara,6466273880,priya.singh@email.com,Johns Hopkins School of Medicine,1989,NewYork-Presbyterian Hospital,,"English, Spanish, Portuguese",False,,Yes,UCLA Medical Center,2025-04-26,861,Wilshire,Blvd
PR_00069,4315274203,Charles,Wang,MD,"Charles Wang, MD",Pulmonology,5490 Melrose Ave,,Santa ana,CA,94001,8185455833,5490 Melrose Ave,,Santa ana,CA,94001,A27589,CA,2025-10-29,Unknown,True,12,University of Michigan Medical School,UCSF Medical Center,2025-01-27,269159799X,5490,Melrose,Ave,5490,Melrose,Ave,1,A27589,"Charles Wang, MD",Charles,Wang,,MD,Physician and Surgeon,Pulmonology,,Active,2024-08-31,2025-10-29,2025-04-23,5490 Melrose Ave,Santa ana,CA,94001,San bernardino,8185455833,,University of Michigan Medical School,2006,UCSF Medical Center,Pulmonology,"English, Spanish",True,,No,,2025-06-20,5490,Melrose,Ave
PR_00070,5301742689,Mary,Garcia,DO PhD,"Mary Garcia, DO PhD",Emergency Medicine,3028 Sunset Blvd,,Santa ana,CA,91001,8189886095,6285 Hollywood Blvd,,Santa ana,CA,91001,A49576,CA,2023-01-24,Unknown,True,19,NYU Grossman School of Medicine,Cleveland Clinic,2025-05-13,217927298X,3028,Sunset,Blvd,6285,Hollywood,Blvd,1,A49576,"MARY GARCIA, DO PHD",Mary,Garcia,,DO PhD,Physician and Surgeon,Emergency Medicine,,Expired,2018-07-09,2023-01-24,2022-09-29,3028 Sunset Blvd,Santa ana,CA,91001,Los angeles,8189886095,mary.garcia@email.com,NYU Grossman School of Medicine,1999,Cleveland Clinic,Emergency Medicine,"English, Spanish",True,,Yes,UCSF Medical Center,2025-07-18,3028,Sunset,Blvd
PR_00071,9187851916,Barbara,Martinez,DO PhD,"Barbara Martinez, DO PhD",Psychiatry,9925 Beverly Dr,,Oakland,CA,94001,2127609281,9925 Beverly Dr,,Oakland,CA,94001,A97044,CA,2024-03-23,Yes,True,11,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-07-05,291307681X,9925,Beverly,Dr,9925,Beverly,Dr,1,A97044,"Barbara Martinez, DO PhD",Barbara,Martinez,,DO PhD,Physician and Surgeon,Psychiatry,,Expired,2020-09-10,2024-03-23,2023-04-03,9925 Beverly Dr,Oakland,CA,94001,Sacramento,2127609281,barbara.martinez@email.com,NYU Grossman School of Medicine,2009,Mount Sinai Hospital,Psychiatry,"English, Mandarin",True,,Yes,Cedars-Sinai Medical Center,2025-07-19,9925,Beverly,Dr
PR_00076,9837354035,Rajesh,Garcia,DO PhD,"Rajesh Garcia, DO PhD",Emergency Medicine,1515 Ventura Blvd,Suite 789,San jose,CA,90001,9179592922,1515 Ventura Blvd,Suite 789,San jose,CA,90001,A15183,CA,2023-05-30,Unknown,False,16,University of Michigan Medical School,Cleveland Clinic,2025-02-11,232122457X,1515,Ventura,Blvd,1515,Ventura,Blvd,1,A15183,"Rajesh Garcia, DO PhD",Rajesh,Garcia,D,DO PhD,Physician and Surgeon,Emergency Medicine,,Expired,2021-11-07,2023-05-30,2023-01-22,1515 Ventura Blvd,San jose,CA,90001,Contra costa,9179592922,,University of Michigan Medical School,2002,Cleveland Clinic,,English,True,,Unknown,Cedars-Sinai Medical Center,2025-08-06,1515,Ventura,Blvd
PR_00079,8408621186,Elizabeth,White,MD,"Elizabeth White, MD",Emergency Medicine,7917 Santa Monica Blvd,,Los angeles,CA,90001,6464464144,7917 Santa Monica Blvd,,Los angeles,CA,90001,A12192,CA,2025-12-20,Unknown,False,23,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-07-24,250070135X,7917,Santa Monica,Blvd,7917,Santa Monica,Blvd,1,A12192,"Elizabeth White, MD",Elizabeth,White,,MD,Physician and Surgeon,Emergency Medicine,,Active,2022-01-28,2025-12-20,2025-04-11,7917 Santa Monica Blvd,Los angeles,CA,90001,Contra costa,6464464144,elizabeth.white@email.com,Columbia University Vagelos College of Physicians and Surgeons,1998,UCSF Medical Center,,"English, Spanish",False,,Yes,UCSF Medical Center,2025-05-11,7917,Santa Monica,Blvd
PR_00080,2176591804,Jennifer,Robinson,DO,"Jennifer Robinson, DO",Family Medicine,3701 Melrose Ave,Suite 488,San diego,CA,90001,9174168790,3701 Melrose Ave,Suite 488,San diego,CA,90001,A72390,CA,2023-04-25,No,True,5,Columbia University Vagelos College of Physicians and Surgeons,Massachusetts General Hospital,2025-06-03,242209421X,3701,Melrose,Ave,3701,Melrose,Ave,1,A72390,"JENNIFER ROBINSON, DO",Jennifer,Robinson,,DO,Physician and Surgeon,Family Medicine,,Expired,2020-11-03,2023-04-25,2022-09-20,3701 Melrose Ave,San diego,CA,90001,San diego,9174168790,jennifer.robinson@email.com,Columbia University Vagelos College of Physicians and Surgeons,2016,Massachusetts General Hospital,Family Medicine,"English, Spanish",True,,No,UCLA Medical Center,2025-05-03,3701,Melrose,Ave
PR_00081,2185016312,John,Wilson,DO,"John Wilson, DO",Oncology,6526 Wilshire Blvd,,Fresno,CA,90003,9298197499,6526 Wilshire Blvd,,Fresno,CA,90003,A61007,CA,2024-11-10,No,True,18,UCSF School of Medicine,Mount Sinai Hospital,2025-05-09,247756170X,6526,Wilshire,Blvd,6526,Wilshire,Blvd,1,A61007,"John Wilson, DO",John,Wilson,,DO,Physician and Surgeon,Oncology,,Expired,2021-06-14,2024-11-10,2024-04-27,6526 Wilshire Blvd,Fresno,CA,90003,Contra costa,9298197499,john.wilson@email.com,UCSF School of Medicine,1999,Mount Sinai Hospital,Oncology,"English, Mandarin",True,,No,Kaiser Permanente,2025-07-20,6526,Wilshire,Blvd
PR_00088,2266093799,Rajesh,Miller,DO,"Rajesh Miller, DO",Oncology,3997 Ventura Blvd,Suite 673,San francisco,CA,94001,2135981072,3997 Ventura Blvd,Suite 673,San francisco,CA,94001,A70562,CA,2024-04-19,Unknown,True,14,Columbia University Vagelos College of Physicians and Surgeons,Johns Hopkins Hospital,2024-11-11,213656928X,3997,Ventura,Blvd,3997,Ventura,Blvd,1,A70562,"Rajesh Miller, DO",Rajesh,Miller,,DO,Physician and Surgeon,Oncology,,Expired,2022-08-11,2024-04-19,2023-12-22,3997 Ventura Blvd,San francisco,CA,94001,Contra costa,2135981072,rajesh.miller@email.com,Columbia University Vagelos College of Physicians and Surgeons,2005,Johns Hopkins Hospital,Oncology,"English, Mandarin",False,,Unknown,Stanford Hospital,2025-06-29,3997,Ventura,Blvd
PR_00090,2742257906,James,Lopez,MD PhD,"James Lopez, MD PhD",Ophthalmology,8370 Rodeo Dr,Suite 492,Oakland,CA,95001,9292098939,8370 Rodeo Dr,Suite 492,Oakland,CA,95001,A73788,CA,2023-12-21,Yes,True,25,Yale School of Medicine,Mount Sinai Hospital,2025-02-05,291898431X,8370,Rodeo,Dr,8370,Rodeo,Dr,1,A73788,"James Lopez, MD PhD",James,Lopez,C,MD PhD,Physician and Surgeon,Ophthalmology,,Expired,2020-11-29,2023-12-21,2023-10-08,8370 Rodeo Dr,Oakland,CA,95001,Riverside,9292098939,,Yale School of Medicine,1996,Mount Sinai Hospital,Ophthalmology,English,True,,Yes,,2025-05-11,8370,Rodeo,Dr
PR_00092,9233095843,Wei,Thomas,MD PhD,"Wei Thomas, MD PhD",Orthopedic Surgery,529 Santa Monica Blvd,,Fresno,CA,910**,4247513758,1924 Hollywood Blvd,,San jose,CA,910**,A89988,CA,2025-05-26,No,False,19,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-12-13,291174010X,529,Santa Monica,Blvd,1924,Hollywood,Blvd,1,A89988,"Wei Thomas, MD PhD",Wei,Thomas,,MD PhD,Physician and Surgeon,Orthopedic Surgery,,Expired,2021-05-22,2025-05-26,2024-09-17,529 Santa Monica Blvd,Fresno,CA,910**,Fresno,4247513758,,University of Michigan Medical School,2002,NewYork-Presbyterian Hospital,,"English, Spanish, Portuguese",False,,No,UCLA Medical Center,2025-07-02,529,Santa Monica,Blvd
PR_00093,6711684571,Wei,Miller,DO,"Wei Miller, DO",Gastroenterology,6744 Main St,,Fresno,CA,90003,3105351040,2397 Beverly Dr,,San jose,CA,90003,A85684,CA,2024-07-04,Unknown,True,30,NYU Grossman School of Medicine,Johns Hopkins Hospital,2024-12-03,253380520X,6744,Main,St,2397,Beverly,Dr,1,A85684,"Wei Miller, DO",Wei,Miller,,DO,Physician and Surgeon,Gastroenterology,,Expired,2019-11-22,2024-07-04,2023-10-28,6744 Main St,Fresno,CA,90003,Orange,3105351040,wei.miller@email.com,NYU Grossman School of Medicine,1987,Johns Hopkins Hospital,Gastroenterology,"English, Spanish, Portuguese",True,,No,UCSF Medical Center,2025-08-30,6744,Main,St
PR_00095,371293877,Thomas,Garcia,MD PhD,"Thomas Garcia, MD PhD",Cardiology,2712 Main St,,Oakland,CA,90005,2122086629,2712 Main St,,Oakland,CA,90005,A66260,CA,2023-07-06,Yes,False,9,UCSF School of Medicine,Johns Hopkins Hospital,2025-05-08,251414775X,2712,Main,St,2712,Main,St,1,A66260,"Thomas Garcia, MD PhD",Thomas,Garcia,,MD PhD,Physician and Surgeon,Cardiology,Oncology,Expired,2022-03-04,2023-07-06,2023-03-02,2712 Main St,Oakland,CA,90005,Los angeles,2122086629,thomas.garcia@email.com,UCSF School of Medicine,2011,Johns Hopkins Hospital,,English,False,,Yes,UCSF Medical Center,2025-04-16,2712,Main,St
PR_00099,7588425246,Carlos,Jones,MD PhD,"Carlos Jones, MD PhD",Orthopedic Surgery,3910 Main St,,San jose,CA,90002,8183201480,9976 Main St,Suite 824,Fresno,CA,90002,A27984,CA,2023-01-24,No,False,18,Yale School of Medicine,Johns Hopkins Hospital,2025-04-21,295606407X,3910,Main,St,9976,Main,St,1,A27984,"Carlos Jones, MD PhD",Carlos,Jones,A,MD PhD,Physician and Surgeon,Orthopedic Surgery,,Expired,2021-04-03,2023-01-24,2022-09-29,3910 Main St,San jose,CA,90002,San bernardino,8183201480,carlos.jones@email.com,Yale School of Medicine,2003,Johns Hopkins Hospital,,English,False,,Unknown,UCSF Medical Center,2025-04-24,3910,Main,St
PR_00104,5680442064,Charles,Robinson,MD PhD,"Charles Robinson, MD PhD",Psychiatry,1482 Sunset Blvd,Suite 955,Fresno,CA,95001,3107695093,1482 Sunset Blvd,Suite 955,Fresno,CA,95001,A29441,CA,2023-07-06,Yes,False,7,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-08-27,208277097X,1482,Sunset,Blvd,1482,Sunset,Blvd,1,A29441,"Charles Robinson, MD PhD",Charles,Robinson,,MD PhD,Physician and Surgeon,Psychiatry,Emergency Medicine,Expired,2020-02-17,2023-07-06,2023-02-26,1482 Sunset Blvd,Fresno,CA,95001,Santa clara,3107695093,charles.robinson@email.com,Johns Hopkins School of Medicine,2011,Johns Hopkins Hospital,,English,True,,No,,2025-08-17,1482,Sunset,Blvd
PR_00106,6870146265,William,Thompson,DO,"William Thompson, DO",Endocrinology,4506 Melrose Avenue,Suite 734,Santa ana,CA,90003,9178589614,4506 Melrose Ave,Suite 734,Santa ana,CA,90003,A94840,CA,2024-08-27,Yes,True,25,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-11-28,265052579X,4506,Melrose,Ave,4506,Melrose,Ave,1,A94840,"William Thompson, DO",William,Thompson,D,DO,Physician and Surgeon,Endocrinology,,Expired,2020-03-08,2024-08-27,2023-09-11,4506 Melrose Avenue,Santa ana,CA,90003,Santa clara,9178589614,william.thompson@email.com,NYU Grossman School of Medicine,1992,Mount Sinai Hospital,Endocrinology,English,True,,Unknown,Kaiser Permanente,2025-03-17,4506,Melrose,Ave
PR_00108,7010393089,Mary,Thompson,MD,"Mary Thompson, MD",Orthopedic Surgery,5762 Pico Blvd,,San francisco,CA,95001,3102006435,5762 Pico Blvd,,San francisco,CA,95001,A74517,CA,2024-09-24,Unknown,True,9,NYU Grossman School of Medicine,Mayo Clinic,2025-03-21,207993466X,5762,Pico,Blvd,5762,Pico,Blvd,1,A74517,"Mary Thompson, MD",Mary,Thompson,,MD,Physician and Surgeon,Orthopedic Surgery,,Expired,2020-09-17,2024-09-24,2023-12-09,5762 Pico Blvd,San francisco,CA,95001,Fresno,3102006435,mary.thompson@email.com,NYU Grossman School of Medicine,2008,Mayo Clinic,Orthopedic Surgery,"English, Spanish",True,,No,Stanford Hospital,2025-04-07,5762,Pico,Blvd
PR_00109,4522675281,John,Martinez,DO,"John Martinez, DO",Radiology,8623 Beverly Dr,,San diego,CA,91001,8188286846,8623 Beverly Dr,,San diego,CA,91001,A86810,CA,2023-07-26,Yes,True,25,Columbia University Vagelos College of Physicians and Surgeons,NewYork-Presbyterian Hospital,2025-06-29,223851602X,8623,Beverly,Dr,8623,Beverly,Dr,1,A86810,"John Martinez, DO",John,Martinez,C,DO,Physician and Surgeon,Radiology,,Expired,2019-11-18,2023-07-26,2023-03-19,8623 Beverly Dr,San diego,CA,91001,Alameda,8188286846,john.martinez@email.com,Columbia University Vagelos College of Physicians and Surgeons,1996,NewYork-Presbyterian Hospital,Radiology,"English, Spanish, Portuguese",False,,Yes,UCLA Medical Center,2025-04-13,8623,Beverly,Dr
PR_00110,1725135526,Maria,Smith,DO PhD,"Maria Smith, DO PhD",Otolaryngology,9298 Main St,,San francisco,CA,95001,6262906500,9298 Main St,,San francisco,CA,95001,A90134,CA,2024-03-28,No,True,17,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2024-09-13,209099261X,9298,Main,St,9298,Main,St,1,A90134,"Maria Smith, DO PhD",Maria,Smith,,DO PhD,Physician and Surgeon,Otolaryngology,,Expired,2019-12-02,2024-03-28,2023-11-28,9298 Main St,San francisco,CA,95001,Fresno,6262906500,,University of Pennsylvania Perelman School of Medicine,2003,Cleveland Clinic,Otolaryngology,English,False,,Yes,Kaiser Permanente,2025-07-11,9298,Main,St
PR_00111,8617932710,Patricia,Taylor,MD,"Patricia Taylor, MD",Pathology,789 Rodeo Dr,,Santa ana,CA,92001,2125011328,789 Rodeo Dr,,Santa ana,CA,92001,A74629,CA,2025-02-14,No,False,7,Stanford University School of Medicine,UCLA Medical Center,2025-06-07,250393104X,789,Rodeo,Dr,789,Rodeo,Dr,1,A74629,"Patricia Taylor, MD",Patricia,Taylor,,MD,Physician and Surgeon,Pathology,,Expired,2021-03-24,2025-02-14,2024-02-16,789 Rodeo Dr,Santa ana,CA,92001,Fresno,2125011328,patricia.taylor@email.com,Stanford University School of Medicine,2013,UCLA Medical Center,,"English, Spanish",True,,Yes,Cedars-Sinai Medical Center,2025-07-17,789,Rodeo,Dr
PR_00114,8687937415,Sarah,Brown,DO,"Sarah Brown, DO",Oncology,1585 Wilshire Blvd,,Sacramento,CA,94001,2139311568,1585 Wilshire Blvd,,Sacramento,CA,94001,A39820,CA,2023-05-05,Unknown,True,8,UCSF School of Medicine,Mayo Clinic,2025-06-09,228439415X,1585,Wilshire,Blvd,1585,Wilshire,Blvd,1,A39820,"Brown, Sarah DO",Sarah,Brown,D,DO,Physician and Surgeon,Oncology,,Expired,2022-04-02,2023-05-05,2022-09-25,1585 Wilshire Blvd,Sacramento,CA,94001,Alameda,2139311568,sarah.brown@email.com,UCSF School of Medicine,2013,Mayo Clinic,Oncology,"English, Spanish, Portuguese",False,,Unknown,Cedars-Sinai Medical Center,2025-06-19,1585,Wilshire,Blvd
PR_00122,8460223562,Li,Martin,DO PhD,"Li Martin, DO PhD",Oncology,5429 Beverly Dr,Suite 971,Fresno,CA,95001,4246683346,880 Pico Blvd,,San diego,CA,95001,A75598,CA,2023-09-03,No,True,6,UCSF School of Medicine,UCLA Medical Center,2024-10-14,223732951X,5429,Beverly,Dr,880,Pico,Blvd,1,A75598,"LI MARTIN, DO PHD",Li,Martin,A,DO PhD,Physician and Surgeon,Oncology,,Expired,2022-02-25,2023-09-03,2023-04-08,5429 Beverly Dr,Fresno,CA,95001,Santa clara,4246683346,,UCSF School of Medicine,2015,UCLA Medical Center,Oncology,English,False,,Unknown,,2025-07-29,5429,Beverly,Dr
PR_00125,167618476,William,Davis,MD PhD,"William Davis, MD PhD",Family Medicine,613 Rodeo Dr,,Fresno,CA,94001,8183564366,613 Rodeo Dr,,Fresno,CA,94001,A16286,CA,2023-08-10,Unknown,True,20,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2024-09-28,269834723X,613,Rodeo,Dr,613,Rodeo,Dr,1,A16286,Dr. William Davis,William,Davis,,MD PhD,Physician and Surgeon,Family Medicine,,Expired,2020-04-26,2023-08-10,2022-08-29,613 Rodeo Dr,Fresno,CA,94001,San diego,8183564366,william.davis@email.com,UCLA David Geffen School of Medicine,2000,Johns Hopkins Hospital,Family Medicine,English,False,,No,UCLA Medical Center,2025-09-02,613,Rodeo,Dr
PR_00127,120455612,Priya,Shah,DO,"Priya Shah, DO",Pulmonology,8384 Wilshire Blvd,,San diego,CA,90005,7189761751,8384 Wilshire Blvd,,San diego,CA,90005,A48800,CA,2024-06-24,Yes,True,11,NYU Grossman School of Medicine,UCLA Medical Center,2025-01-21,283457527X,8384,Wilshire,Blvd,8384,Wilshire,Blvd,1,A48800,"Priya Shah, DO",Priya,Shah,,DO,Physician and Surgeon,Pulmonology,,Expired,2021-12-01,2024-06-24,2023-08-28,8384 Wilshire Blvd,San diego,CA,900**,Alameda,7189761751,priya.shah@email.com,NYU Grossman School of Medicine,2010,UCLA Medical Center,Pulmonology,"English, Mandarin",True,,Yes,Stanford Hospital,2025-05-15,8384,Wilshire,Blvd
PR_00129,9358891639,Mohammed,Rodriguez,DO PhD,"Mohammed Rodriguez, DO PhD",Otolaryngology,1851 Rodeo Dr,Suite 770,Santa ana,CA,90001,3105547305,1851 Rodeo Dr,Suite 770,Santa ana,CA,90001,A98857,CA,2025-12-10,Yes,True,1,Johns Hopkins School of Medicine,Mount Sinai Hospital,2024-12-23,222200132X,1851,Rodeo,Dr,1851,Rodeo,Dr,1,A98857,"Mohammed Rodriguez, DO PhD",Mohammed,Rodriguez,,DO PhD,Physician and Surgeon,Otolaryngology,Pulmonology,Inactive,2023-09-07,2025-12-10,2025-03-08,1851 Rodeo Dr,Santa ana,CA,90001,Santa clara,3105547305,mohammed.rodriguez@email.com,Johns Hopkins School of Medicine,2016,Mount Sinai Hospital,Otolaryngology,"English, Mandarin",False,,Unknown,Cedars-Sinai Medical Center,2025-05-31,1851,Rodeo,Dr
PR_00131,7113055482,Karen,Martin,DO,"Karen Martin, DO",Pathology,7475 Beverly Dr,,Sacramento,CA,90001,3235822741,7475 Beverly Dr,,Sacramento,CA,90001,A53512,CA,2025-08-26,Yes,True,32,Johns Hopkins School of Medicine,UCSF Medical Center,2025-07-10,234130133X,7475,Beverly,Dr,7475,Beverly,Dr,1,A53512,"Karen Martin, DO",Karen,Martin,,DO,Physician and Surgeon,Pathology,,Expired,2023-07-25,2025-08-26,2025-03-29,7475 Beverly Dr,Sacramento,CA,90001,Contra costa,3235822741,karen.martin@email.com,Johns Hopkins School of Medicine,1985,UCSF Medical Center,Pathology,"English, Spanish, Portuguese",True,,No,Cedars-Sinai Medical Center,2025-04-20,7475,Beverly,Dr
PR_00134,438057193,Priya,Clark,MD PhD,"Priya Clark, MD PhD",Dermatology,6921 Main Street,,San diego,CA,90001,6269574675,928 Hollywood Blvd,,Fresno,CA,90001,A99573,CA,2024-05-28,Unknown,False,16,Yale School of Medicine,NewYork-Presbyterian Hospital,2024-09-13,289186817X,6921,Main,St,928,Hollywood,Blvd,1,A99573,"PRIYA CLARK, MD PHD",Priya,Clark,,MD PhD,Physician and Surgeon,Dermatology,,Expired,2020-04-12,2024-05-28,2023-08-13,6921 Main Street,San diego,CA,90001,San diego,6269574675,priya.clark@email.com,Yale School of Medicine,2002,NewYork-Presbyterian Hospital,,English,False,,Unknown,Stanford Hospital,2025-07-18,6921,Main,St
PR_00138,3861207502,David,Miller,DO,"David Miller, DO",Cardiology,8815 Ventura Blvd,Suite 744,Los angeles,CA,90002,7182751889,8815 Ventura Blvd,Suite 744,Los angeles,CA,90002,A99837,CA,2025-05-18,Yes,False,36,Stanford University School of Medicine,Cleveland Clinic,2025-04-23,254711545X,8815,Ventura,Blvd,8815,Ventura,Blvd,1,A99837,"David Miller, DO",David,Miller,,DO,Physician and Surgeon,Cardiology,,Expired,2023-12-12,2025-05-18,2025-05-07,8815 Ventura Blvd,Los angeles,CA,90002,Fresno,7182751889,david.miller@email.com,Stanford University School of Medicine,1985,Cleveland Clinic,,English,True,,Unknown,UCSF Medical Center,2025-05-09,8815,Ventura,Blvd
PR_00140,3536822239,Charles,Martinez,MD PhD,"Charles Martinez, MD PhD",Anesthesiology,6114 Main St,Suite 686,San francisco,CA,90002,4244584183,6114 Main St,Suite 686,San francisco,CA,90002,A80405,CA,2023-06-24,Yes,True,37,Harvard Medical School,Mount Sinai Hospital,2024-10-07,273774735X,6114,Main,St,6114,Main,St,1,A80405,"Charles Martinez, MD PhD",Charles,Martinez,,MD PhD,Physician and Surgeon,Anesthesiology,,Expired,2018-12-10,2023-06-24,2023-03-21,6114 Main St,San francisco,CA,90002,Alameda,4244584183,charles.martinez@email.com,Harvard Medical School,1984,Mount Sinai Hospital,Anesthesiology,English,False,,Yes,Stanford Hospital,2025-06-02,6114,Main,St
PR_00143,7881658038,Jennifer,Zhang,DO,"Jennifer Zhang, DO",Dermatology,9038 Melrose Ave,,Santa ana,CA,90003,4249003717,9038 Melrose Ave,,Santa ana,CA,90003,A87280,CA,2024-08-18,Unknown,True,29,Johns Hopkins School of Medicine,Mayo Clinic,2024-11-17,275942072X,9038,Melrose,Ave,9038,Melrose,Ave,1,A87280,"Jennifer Zhang, DO",Jennifer,Zhang,,DO,Physician and Surgeon,Dermatology,Nephrology,Expired,2021-11-14,2024-08-18,2023-12-29,9038 Melrose Ave,Santa ana,CA,90003,San bernardino,4249003717,,Johns Hopkins School of Medicine,1991,Mayo Clinic,Dermatology,"English, Spanish, Portuguese",False,,Yes,Cedars-Sinai Medical Center,2025-08-09,9038,Melrose,Ave
PR_00144,5677005185,Priya,Martinez,DO PhD,"Priya Martinez, DO PhD",Endocrinology,663 Hollywood Blvd,Suite 478,Santa ana,CA,90004,6264805314,663 Hollywood Blvd,Suite 478,Santa ana,CA,90004,A97632,CA,2024-02-28,Unknown,True,25,UCLA David Geffen School of Medicine,UCLA Medical Center,2024-11-06,287689346X,663,Hollywood,Blvd,663,Hollywood,Blvd,1,A97632,"Priya Martinez, DO PhD",Priya,Martinez,,DO PhD,Physician and Surgeon,Endocrinology,,Expired,2019-07-19,2024-02-28,2023-04-23,663 Hollywood Blvd,Santa ana,CA,90004,Fresno,6264805314,priya.martinez@email.com,UCLA David Geffen School of Medicine,1995,UCLA Medical Center,Endocrinology,"English, Spanish, Portuguese",False,,Yes,Kaiser Permanente,2025-05-03,663,Hollywood,Blvd
PR_00146,4286990414,Maria,Davis,DO PhD,"Maria Davis, DO PhD",Orthopedic Surgery,7849 Hollywood Blvd,Suite 144,San francisco,CA,92001,9176598723,9706 Sunset Blvd,Suite 686,San francisco,CA,92001,A29249,CA,2023-04-25,No,True,15,UCLA David Geffen School of Medicine,Mayo Clinic,2024-11-08,224412077X,7849,Hollywood,Blvd,9706,Sunset,Blvd,1,A29249,"Maria Davis, DO PhD",Maria,Davis,,DO PhD,Physician and Surgeon,Orthopedic Surgery,,Expired,2019-01-08,2023-04-25,2022-12-11,7849 Hollywood Blvd,San francisco,CA,92001,Santa clara,9176598723,maria.davis@email.com,UCLA David Geffen School of Medicine,2005,Mayo Clinic,Orthopedic Surgery,English,False,,No,Stanford Hospital,2025-08-22,7849,Hollywood,Blvd
PR_00150,6012796114,James,Anderson,DO PhD,"James Anderson, DO PhD",Orthopedic Surgery,2651 Wilshire Blvd,,San jose,CA,94001,3474277075,2651 Wilshire Blvd,,San jose,CA,94001,A82165,CA,2023-04-17,Yes,True,25,UCLA David Geffen School of Medicine,NewYork-Presbyterian Hospital,2024-09-03,280191410X,2651,Wilshire,Blvd,2651,Wilshire,Blvd,1,A82165,"James Anderson, DO PhD",James,Anderson,D,DO PhD,Physician and Surgeon,Orthopedic Surgery,Pathology,Expired,2019-06-17,2023-04-17,2022-08-06,2651 Wilshire Blvd,San jose,CA,94001,Los angeles,3474277075,,UCLA David Geffen School of Medicine,1996,NewYork-Presbyterian Hospital,Orthopedic Surgery,English,True,,Yes,,2025-06-07,2651,Wilshire,Blvd
PR_00153,6588043418,Carlos,Robinson,DO PhD,"Carlos Robinson, DO PhD",Radiology,449 Santa Monica Blvd,Suite 748,San diego,CA,90005,2138896603,449 Santa Monica Blvd,Suite 748,San diego,CA,90005,A38885,CA,2024-04-15,Yes,True,31,NYU Grossman School of Medicine,UCLA Medical Center,2025-05-14,277002404X,449,Santa Monica,Blvd,449,Santa Monica,Blvd,1,A38885,"Carlos Robinson, DO PhD",Carlos,Robinson,,DO PhD,Physician and Surgeon,Radiology,,Expired,2022-12-29,2024-04-15,2024-02-06,449 Santa Monica Blvd,San diego,CA,90005,San bernardino,2138896603,,NYU Grossman School of Medicine,1987,UCLA Medical Center,Radiology,"English, Spanish",True,,Unknown,UCSF Medical Center,2025-06-23,449,Santa Monica,Blvd
